Key,NoTranslate,English,Russian
tooltipLocked,,[Use [ffc070]{1}[-]]\n[ff5555](Locked)[-],[Использовать [ffc070]{1}[-]]\n[ff5555](заблокировано)[-]
useBlock,,[Use [ffc070]{1}[-]],[Использовать [ffc070]{1}[-]]
,,,
resourceMetalPipeDesc,,"A longish hollow cylindric tubulesque pipazoid. Can be used as a terrible telescope, or a crap didgeridoo.",Длинный полый цилиндрический трубчатый пипазоид. Можно использовать как ужасный телескоп или как дерьмовый диджериду.
,,,
trapsSkillMagazine,,Traps,Ловушки
trapsSkillMagazineDesc,,Do you have pests? Check out these crazy traps for pest control and home security.\n\nImproves [ffc070]Trap Crafting[-] skill.,Есть ли у вас вредители? Ознакомьтесь с этими сумасшедшими ловушками для борьбы с вредителями и обеспечения безопасности дома.\n\nУлучшает навык [ffc070]Создания ловушек[-].
,,,
ttCraftingSkillUnlock,,[a0a0a0]Unlocked {0}:[-] [ffc000]{1}[-],[a0a0a0]Разблокировано {0}:[-] [ffc000]{1}[-]
ttCraftingSkillUnlockQuality,,[a0a0a0]Unlocked {0}:[-] [ffc000]{1}[-] [808080](Quality {2})[-],[a0a0a0]Разблокировано {0}:[-] [ffc000]{1}[-] [808080](Качество {2})[-]
,,,
npcTooltipTalk,,[ffc070][Use Radio][-],[ffc070][Использовать радио][-]
,,,
drinkJarBeer,,Beer,Пиво
drinkJarBeerDesc,,"It's not going to make you into a stun-resistant flailing-fisted superhuman like some other beers you've encountered, but well.. it's just beer...","Оно не превратит вас в устойчивого к оглушению сверхчеловека с размахивающими кулаками, как некоторые другие сорта пива, с которыми вы сталкивались, но… это всего лишь пиво…"
,,,
resourceBone,,[ffc070]Bone[-],[ffc070]Кость[-]
resourceBoneDesc,,"Bones, in one way, they keep your body together. In another way, you can bash zombies with them, which also helps to keep your body together. They're also great for caveman roleplay.","Кости, в каком-то смысле, удерживают ваше тело вместе. По-другому ими можно лупить зомби, что тоже помогает держать тело в целости. Они также отлично подходят для ролевых игр о пещерных людях."
,,,
dFood,,[ff8000]Food[-],[ff8000]Еда[-]
,,,
repairToolsSkillMagazineDesc,,"From the home improver to the professional renovater, we’ve got you covered!\n\nImproves [ffc070]Construction Tool Crafting[-] skill.",Мы поможем вам: от мастера по ремонту дома до профессионального реставратора!\n\nУлучшает навык [ffc070]Изготовление строительных инструментов[-].
,,,
toolAnvil,,Iron Anvil,Железная наковальня
toolAnvilDesc,,"The humble iron anvil. Can be installed in a forge to enable smithing; working ingots into various products. Enables crafting of bronze tools recipes that use the iron anvil, doing the same work much faster.","Скромная железная наковальня. Может быть установлен в кузнице для кузнечного дела; обработка слитков в различные изделия. Позволяет создавать рецепты бронзовых инструментов с использованием железной наковальни, выполняя ту же работу намного быстрее."
toolBellowsDesc,,The all-important bellows fuels the reaction in a smelter or furnace with constant delivery of dense air. It can be installed in a forge to increase the forge's heat level by one regardless of the currently burning fuel.,"Важнейшие сильфоны поддерживают реакцию в плавильном заводе или печи с постоянной подачей плотного воздуха. Его можно установить в кузницу, чтобы повысить уровень нагрева кузницы на единицу, независимо от горящего в данный момент топлива."
toolForgeCrucibleDesc,,The crucible is a critical part of the smelting process and enables production of smaller all-netal items by way of capturing and feeding pure molten metal into a molds. Can be installed in a forge to enable casting of metal products from the forge's stored metal.,"Тигель является важной частью процесса плавки и позволяет производить более мелкие цельнометаллические изделия путем улавливания и подачи чистого расплавленного металла в формы. Может быть установлен в горне для возможности отливки металлических изделий из металла, хранящегося в горне."
,,,
xuiEmptyInfoPanelText,,[00ff00][Shift + [action:local:Primary]][-] on [ffc070]Craft/Scrap/Repair[-] to add to front of crafting queue.\n[00ff00][R][-] at workstations to take all from output.\n[00ff00][[action:local:FocusCopyBlock]][-][-] when facing a block to [ffc070]Copy Rotation[-].\n[00ff00][Shift + [action:local:FocusCopyBlock]][-] when facing a block to [ffc070]Copy Shape[-].\n[00ff00][Ctrl + Alt + [action:local:Primary]][-] to initiate [ffc070]Auto-Attack[-].\n[action:local:Primary] to stop [ffc070]Auto-Attack[-].\n[00ff00][Alt + [action:local:Primary]][-] on an inventory item to lock the slot.[-],"[00ff00][Shift + [action:local:Primary]][-] на [ffc070]крафт/разбор/ремонт[-], чтобы перенести в начало очереди.\n[00ff00][R][-] в рабочих станциях, чтобы забрать всё с выхода.\n[00ff00][[action:local:FocusCopyBlock]][-][-] нацелившись на блок, чтобы [ffc070]копировать поворот[-]. \n[00ff00][Shift + [[action:local:FocusCopyBlock]][-] нацелевшись на блок, чтобы [ffc070]копировать форму[-].\n[00ff00][Ctrl + Alt + [action:local:Primary]][-], чтобы включить [ffc070]автоатаку[-]. \n[action:local:Primary], чтобы остановить [ffc070]автоатаку[-].\n[00ff00][Alt + [action:local:Primary]][-] на предмете инвентаря, чтобы заблокировать слот[-]."
,,,
meleeToolRepairT0StoneAxeDesc,,"A primitive tool useful for cutting wood, mining stone, repairing & upgrading walls, doors & windows. Not the best weapon.","Примитивный инструмент, с помощью которого можно резать дерево, добывать камень, ремонтировать и обновлять стены, двери и окна. Не лучшее оружие."
cellarDoorDoubleIronDesc,,Press & hold [action:local:Activate][action:permanent:Activate] to lock it or set a combination. Upgrade to a Steel Cellar Door using a crafted Steel Cellar Door.,"Нажмите и удерживайте [action:local:Activate][action:permanent:Activate], чтобы запереть её или задать пароль. Улучшите её до стальной двери подвала, используя изготовленную стальную дверь подвала."
cellarDoorDoubleSteelDesc,,Press & hold [action:local:Activate][action:permanent:Activate] to lock it or set a combination.,"Нажмите и удерживайте [action:local:Activate][action:permanent:Activate], чтобы запереть её или задать пароль."
cellarDoorDoubleWoodDesc,,Press & hold [action:local:Activate][action:permanent:Activate] to lock it or set a combination.,"Нажмите и удерживайте [action:local:Activate][action:permanent:Activate], чтобы запереть её или задать пароль."
drugVitaminsDesc,,"With the endless choice of the supermarket long gone, vitamins provide nutrients almost certainly missing from your diet. By improving your nutrition, your energy and immune system improve too.","Поскольку бесконечный выбор супермаркетов давно исчез, витамины обеспечивают питательные вещества, которых почти наверняка не хватает в вашем рационе. Улучшая свое питание, вы улучшаете свою энергию и иммунную систему."
,,,
meleeWpnBladeT0BoneKnifeDesc,,This primitive makeshift weapon is also useful for gutting animals.,Это примитивное самодельное оружие пригодится и для потрошения животных.
resourcePaperDesc,,"Paper can be used with other ingredients to make shotgun ammo, dynamite, and cigars. Paper was quietly ubiquitous in the old world and so remains abundant now.","Бумагу можно использовать с другими ингредиентами для изготовления патронов для дробовика, динамита и сигар. Бумага была повсеместно распространена в старом мире и поэтому остается в изобилии и сейчас."
,,,
perkFiremansAlmanacCompleteLongDesc,,"Fire Adrenaline: The smell of smoke gets your adrenaline pumping. When in the wasteland, gain 20% damage, and 20% stamina regen when sprinting.","Огненный адреналин: запах дыма вызывает выброс адреналина. Находясь в пустоши, вы получаете 20% урона и 20% регенерации выносливости при спринте."
,,,
perkRangersCompleteDesc,,Double damage hitting unalerted enemies in the head with Bows & Crossbows.,Двойной урон по голове неподготовленным врагам с помощью луков и арбалетов.
,,,
ammoGasCan,,[ffc070]Motor Tool Fuel[-],[ffc070]Топливо для моторных инструментов[-]
ammoGasCanDesc,,A specialised fuel that can be used in motor tools such as augers and chainsaws.,"Специализированное топливо, которое можно использовать в моторных инструментах, таких как буры и бензопилы."
,,,
perkEnforcerCompleteDesc,,All shots with .44 ammo penetrate enemies.,Все выстрелы патронами .44 пробивают врагов.
perkEnforcerCompleteLongDesc,,Penetration: .44 regular and HiPower ammunition can penetrate enemies and hit targets behind them.,Проникновение: обычные боеприпасы калибра .44 и HiPower могут пробивать врагов и поражать цели позади них.
,,,
perkPistolPeteCompleteDesc,,Shots fired at point blank ignore armor.,Выстрелы в упор игнорируют броню.
perkPistolPeteCompleteLongDesc,,Powder Burns: Shots from 9mm weapons fired at point blank range ignore 20% of armor and cause bleeding damage.,"Ожоги пороха: выстрелы из 9-мм оружия, произведенные в упор, игнорируют 20% брони и вызывают кровотечение."
,,,
perkShotgunMessiahCompleteDesc,,You can one shot most wood blocks.,Вы можете одним выстрелом уничтожить большинство деревянных блоков.
perkShotgunMessiahCompleteLongDesc,,One Shot: Stuck in close quarters and need to make a quick getaway? Blow a hole in the wall with this handy trick. You can one shot most drywall and wooden walls.,Один выстрел: Застряли в тесном помещении и нужно быстро скрыться? Проделайте дыру в стене с помощью этого удобного трюка. Вы можете пробить одним выстрелом большинство гипсокартонных и деревянных стен.
