Key,Russian
AL_CraftingSkill_Guns,Оружейное дело
AL_CraftingSkill_Primitive,Примитивное
AL_CraftingSkill_Tailoring,Портняжное дело
,
AL_CraftingSkill_ArmourLong,Изготовление брони
AL_CraftingSkill_ConstructionToolsLong,Изготовление строительных инструментов
AL_CraftingSkill_HarvestingToolsLong,Изготовление инструментов для сбора
AL_CraftingSkill_SalvageToolsLong,Изготовление инструментов для разбора на детали
AL_CraftingSkill_KnucklesLong,Изготовление кастетов
AL_CraftingSkill_MedicalLong,Медицинское ремесло
AL_CraftingSkill_SpearsLong,Копейное дело
AL_CraftingSkill_CookingLong,Готовка
AL_CraftingSkill_ToolsLong,Изготовление инструментов
AL_CraftingSkill_KnivesLong,Изготовление ножей
AL_CraftingSkill_BowyeryFletchingLong,Лучно-арбалетное ремесло
AL_CraftingSkill_ClubsLong,Изготовление дубинок
AL_CraftingSkill_ElectronicsLong,Электроника
AL_CraftingSkill_ExplosivesLong,Изготовление взрывчатки
AL_CraftingSkill_HandgunsLong,Изготовление пистолетов
AL_CraftingSkill_MachineGunsLong,Изготовление пулемётов
AL_CraftingSkill_SMGsLong,Изготовление пистолета-пулемётов
AL_CraftingSkill_LMGsLong,Изготовление ручных пулемётов
AL_CraftingSkill_RiflesLong,Изготовление винтовок
AL_CraftingSkill_RoboticsLong,Робототехника
AL_CraftingSkill_FarmingLong,Сельское хозяйство
AL_CraftingSkill_ShotgunsLong,Изготовление дробовиков
AL_CraftingSkill_SledgehammersLong,Изготовление кувалд
AL_CraftingSkill_TrapsLong,Изготовление ловушек
AL_CraftingSkill_VehiclesLong,Создание транспортных средств
AL_CraftingSkill_WorkstationsLong,Изготовление рабочих станций
AL_CraftingSkill_MechanicsLong,Механика
AL_CraftingSkill_AssaultRiflesLong,Изготовление штурмовых винтовок
AL_CraftingSkill_MeleeWeaponsLong,Создание оружия ближнего боя
AL_CraftingSkill_GunsLong,Оружейное дело
AL_CraftingSkill_PrimitiveLong,Примитивное ремесло
AL_CraftingSkill_TailoringLong,Портняжное дело
,
AL_CraftingSkill_HarvestingToolsDesc,Позволяет изготавливать инструменты для добычи/собирательства и улучшает их качество. Читайте [ffc070]Мир инструментов[-] и разбирайте такие инструменты для прогресса.
AL_CraftingSkill_ConstructionToolsDesc,Позволяет изготавливать инструменты для строительства и ремонта и улучшает их качество. Читайте [ffc070]На все руки мастер[-] и разбирайте строительные/ремонтные инструменты для прогресса.
AL_CraftingSkill_SalvageToolsDesc,Позволяет изготавливать инструменты для разбора и улучшает их качество. Читайте [ffc070]Сокровища свалки[-] и разбирайте инструменты для разбора для прогресса.
AL_CraftingSkill_KnucklesDesc,Позволяет изготавливать кастеты и улучшает их качество. Читайте [ffc070]Кулаки ярости[-] и разбирайте кастеты для прогресса.
AL_CraftingSkill_MedicalDesc,Позволяет изготавливать медицинские предметы. Читайте [ffc070]Медицинский вестник[-] для прогресса.
AL_CraftingSkill_SpearsDesc,Позволяет изготавливать копья и улучшает их качество. Читайте [ffc070]Острые штучки[-] и разбирайте копья для прогресса.
AL_CraftingSkill_CookingDesc,Позволяет готовить различные блюда. Читайте [ffc070]Еженедельник домашней готовки[-] для прогресса.
AL_CraftingSkill_KnivesDesc,Позволяет изготавливать ножи и улучшает их качество. Читайте [ffc070]Ножевик[-] и разбирайте ножи для прогресса.
AL_CraftingSkill_BowyeryFletchingDesc,"Позволяет изготавливать луки/арбалеты и улучшает их качество, а также стрелы и болты. Читайте [ffc070]Охотимся с луком[-] и разбирайте луки и арбалеты для прогресса."
AL_CraftingSkill_ClubsDesc,Позволяет изготавливать дубинки и улучшает их качество. Читайте [ffc070]Любители бейсбола[-] и разбирайте дубинки для прогресса.
AL_CraftingSkill_ElectronicsDesc,Позволяет изготавливать электронные и электрические предметы. Читайте [ffc070]Я электрик[-] для прогресса.
AL_CraftingSkill_ExplosivesDesc,Позволяет изготавливать взрывчатку. Читайте [ffc070]Всё о взрывчатке[-] и разбирайте взрывчатку для прогресса.
AL_CraftingSkill_HandgunsDesc,Позволяет изготавливать пистолеты и улучшает их качество. Читайте [ffc070]Короткоствол[-] и разбирайте пистолеты для прогресса.
AL_CraftingSkill_SMGsDesc,Позволяет изготавливать пистолеты-пулемёты и улучшает их качество. Читайте [ffc070]Тактическое оружие[-] и разбирайте пистолеты-пулемёты для прогресса.
AL_CraftingSkill_RiflesDesc,Позволяет изготавливать винтовки и улучшает их качество. Читайте [ffc070]Мир винтовок[-] и разбирайте винтовки для прогресса.
AL_CraftingSkill_RoboticsDesc,Позволяет изготавливать предметы робототехники. Читайте [ffc070]Планета технологий[-] для прогресса.
AL_CraftingSkill_FarmingDesc,Позволяет изготавливать сельскохозяйственные предметы. Читайте [ffc070]Южное фермерство[-] для прогресса.
AL_CraftingSkill_ShotgunsDesc,Позволяет изготавливать дробовики и улучшает их качество. Читайте [ffc070]Еженедельная дробь[-] и разбирайте дробовики для прогресса.
AL_CraftingSkill_SledgehammersDesc,Позволяет изготавливать кувалды и улучшает их качество. Читайте [ffc070]Молотобоец[-] и разбирайте кувалды для прогресса.
AL_CraftingSkill_TrapsDesc,Позволяет изготавливать ловушки. Читайте [ffc070]Ловушки[-] для прогресса.
AL_CraftingSkill_VehiclesDesc,Позволяет изготавливать транспортные средства. Читайте [ffc070]Занимательная механика[-] для прогресса.
